,5,10,15,20
227,3.178E-12,1.267E-11,2.813E-11,4.934E-11
228,3.191E-12,1.273E-11,2.824E-11,4.954E-11
229,3.201E-12,1.277E-11,2.833E-11,4.969E-11
230,3.207E-12,1.279E-11,2.838E-11,4.977E-11
231,3.21E-12,1.28E-11,2.84E-11,4.98E-11
232,3.209E-12,1.279E-11,2.838E-11,4.977E-11
233,3.203E-12,1.277E-11,2.833E-11,4.967E-11
234,3.194E-12,1.273E-11,2.824E-11,4.951E-11
235,3.18E-12,1.268E-11,2.812E-11,4.929E-11
236,3.162E-12,1.261E-11,2.796E-11,4.9E-11
237,3.14E-12,1.252E-11,2.776E-11,4.864E-11
238,3.113E-12,1.241E-11,2.752E-11,4.822E-11
239,3.082E-12,1.229E-11,2.724E-11,4.773E-11
240,3.047E-12,1.215E-11,2.692E-11,4.716E-11
241,3.007E-12,1.199E-11,2.657E-11,4.653E-11
242,2.962E-12,1.181E-11,2.617E-11,4.583E-11
243,2.913E-12,1.161E-11,2.573E-11,4.505E-11
244,2.858E-12,1.139E-11,2.524E-11,4.42E-11
245,2.8E-12,1.116E-11,2.472E-11,4.328E-11
246,2.736E-12,1.091E-11,2.415E-11,4.228E-11
247,2.668E-12,1.063E-11,2.355E-11,4.121E-11
248,2.594E-12,1.034E-11,2.29E-11,4.007E-11
249,2.516E-12,1.003E-11,2.221E-11,3.886E-11
250,2.434E-12,9.7E-12,2.147E-11,3.757E-11
251,2.347E-12,9.35E-12,2.07E-11,3.622E-11
252,2.255E-12,8.99E-12,1.989E-11,3.479E-11
253,2.158E-12,8.6E-12,1.903E-11,3.329E-11
254,2.058E-12,8.2E-12,1.814E-11,3.173E-11
255,1.952E-12,7.78E-12,1.721E-11,3.01E-11
256,1.843E-12,7.35E-12,1.625E-11,2.841E-11
257,1.73E-12,6.89E-12,1.525E-11,2.666E-11
258,1.613E-12,6.43E-12,1.422E-11,2.485E-11
259,1.492E-12,5.95E-12,1.315E-11,2.299E-11
260,1.368E-12,5.45E-12,1.206E-11,2.107E-11
261,1.241E-12,4.94E-12,1.093E-11,1.911E-11
262,1.111E-12,4.43E-12,9.78E-12,1.71E-11
263,9.78E-13,3.9E-12,8.61E-12,1.505E-11
264,8.43E-13,3.36E-12,7.42E-12,1.297E-11
265,7.05E-13,2.81E-12,6.21E-12,1.086E-11
266,5.66E-13,2.26E-12,4.99E-12,8.72E-12
267,4.26E-13,1.7E-12,3.75E-12,6.56E-12
268,2.85E-13,1.13E-12,2.51E-12,4.38E-12
269,1.42E-13,5.7E-13,1.25E-12,2.19E-12
270,0,0,0,0
271,-1.42E-13,-5.7E-13,-1.25E-12,-2.19E-12
272,-2.85E-13,-1.13E-12,-2.51E-12,-4.38E-12
273,-4.26E-13,-1.7E-12,-3.75E-12,-6.56E-12
274,-5.66E-13,-2.26E-12,-4.99E-12,-8.72E-12
275,-7.05E-13,-2.81E-12,-6.21E-12,-1.086E-11
276,-8.43E-13,-3.36E-12,-7.42E-12,-1.297E-11
277,-9.78E-13,-3.9E-12,-8.61E-12,-1.505E-11
278,-1.111E-12,-4.43E-12,-9.78E-12,-1.71E-11
279,-1.241E-12,-4.94E-12,-1.093E-11,-1.911E-11
280,-1.368E-12,-5.45E-12,-1.206E-11,-2.107E-11
281,-1.492E-12,-5.95E-12,-1.315E-11,-2.299E-11
